evidence_id,asserted_fact,source_locator,publisher,publication_date,retrieval_date,access_status,rationale
C073,"Sabino: six actual parliamentary departures, seven vacancy replacement segments and December19 2025 final departure",https://agenciagov.ebc.com.br/noticias/202412/comunidades-indigenas-terao-apoio-do-governo-federal-para-desenvolver-roteiros-e-experiencias-turisticas-de-forma-sustentavel;https://anvisalegis.datalegis.net/action/ActionDatalegis.php?acao=abrirTextoAto&cod_menu=9373&cod_modulo=630&link=S&numeroAto=29012025&orgao=NI&seqAto=001&tipo=DSN&valorAno=2025;https://biblioteca.mpf.mp.br/repositorio/bitstreams/4a768b27-e766-4c74-adc1-c63c084abb82/download;https://edicao.correiobraziliense.com.br/correiobraziliense/2025/12/18/all.pdf;https://guarulhosweb.com.br/ministro-do-turismo-pede-exonerao-sada-deve-ser-temporria-para-apresentao-de-emendas/;https://portaldocomercio.org.br/publicacoes_posts/boletim-informativo-diario-bid-030-2025-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-3-2-2-2-2/;https://radardigitalbrasilia.com.br/turismo/ministerio-do-turismo-assina-acordo-interministerial-para-fortalecimento-do-programa-orla-na-cop30/;https://repositorio.cgu.gov.br/bitstream/1/77740/1/Portaria_3845_2023.pdf;https://sintse.tse.jus.br/documentos/2024/Dez/3/para-conhecimento-institucional/decretos-de-2-de-dezembro-de-2024-exonera-a-pedido-carlos-henrique-baqueta-favaro-do-cargo-de;https://sintse.tse.jus.br/documentos/2024/Dez/9/para-conhecimento-institucional/decretos-de-6-de-dezembro-de-2024-nomeia-andre-luiz-carvalho-ribeiro-para-exercer-o-cargo-de;https://sintse.tse.jus.br/documentos/2025/Dez/19/para-conhecimento-institucional/decretos-de-18-de-dezembro-de-2025-exonera-a-pedido-celso-sabino-de-oliveira-do-cargo-de-ministro-de;https://sintse.tse.jus.br/documentos/2025/Nov/13/para-conhecimento-institucional/decretos-de-12-de-novembro-de-2025-exonera-a-pedido-carlos-henrique-baqueta-favaro-do-cargo-de-ministro-de-estado-da-agricultura-e;https://sintse.tse.jus.br/documentos/2025/Nov/14/para-conhecimento-institucional/decretos-de-13-de-novembro-de-2025-nomeia-carlos-henrique-baqueta-favaro-para-exercer-o-cargo-de;https://turismoemfoco.com.br/v1/2025/10/09/na-abertura-da-abav-expo-2025-ana-carla-lopes-emociona-com-discurso-que-reforca-o-turismo-reponsavel/;https://www.camara.leg.br/deputados/204496/biografia;https://www.camara.leg.br/internet/votacao/mostraVotacao.asp?ideVotacao=11877;https://www.cnnbrasil.com.br/politica/apos-indicar-emendas-como-deputado-celso-sabino-volta-ao-ministerio-do-turismo/;https://www.escavador.com/diarios/6020489/DOU/secao-2/2025-01-31?page=2;https://www.escavador.com/diarios/6021154/DOU/secao-2/2025-02-03?page=2;https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2016/decreto/d8851.htm;https://www1.folha.uol.com.br/poder/2025/12/lula-da-posse-a-novo-ministro-do-turismo-em-aceno-a-ala-do-centrao-e-com-presenca-de-motta.shtml;https://www12.senado.leg.br/noticias/materias/2023/12/04/colapso-do-solo-em-maceio-rodrigo-cunha-e-prefeito-pedem-uniao-para-enfrentar-crise,Câmara; DOU; Ministério do Turismo; Senado; Estadão; CNN; Correio Braziliense,2023-11-30;2023-12-04;2024-12-03;2025-01-30;2025-10-08;2025-11-13;2025-12-19,2026-09-10,retrieved_source_text,"Câmara parliamentary licences, dated decrees and actual-service records establish six real departures/interruption episodes in Celso Sabino’s service. Split officeholding only; retain his separate personal affiliation spells. Include seven vacancy segments: expressly designated Carlos Henrique Menezes Sobral November30–December3 2023 and February1–2 2025, and Ana Carla Machado Lopes in the other documented vacancies. Her December2024 identity is an explicit statutory-deputy adjudication from her continuing executive-secretary appointment and Decree8851, with no competing designation found; do not call it a retrieved vacancy-specific nomination. Select latest supported returns December6 2023 and November17 2025 where nomination, ministerial activity and parliamentary service conflict; retain the earlier alternatives and their sources. End Sabino December19 2025 at published dismissal and legislative return, with Ana Carla until Gustavo’s actual possession December23. An isolated substitute signature never establishes a gap by itself: these vacancies are independently established by departure/legislative-service evidence. Ana Carla’s explicit lack of União affiliation does not establish general non-affiliation; the initial UNKNOWN status is superseded by C075 historical PSDB membership and forward continuity. Carlos’s post-January2023 primary is separately adjudicated in C074; his2018 status is not backprojected."
C061,"Sachsida primary DEM-to-UNIAO continuity is an adjudication with a credible unaffiliated alternative, not a certified absence of conflict",https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2017/11/07/um-conselheiro-de-jair-bolsonaro.htm;https://www.teoriaepesquisa.ufscar.br/index.php/tp/article/download/1033/653/2612;research/inherited/atlas__7010-261partidogabineteministerio.csv#L643;https://de.wikipedia.org/wiki/Kabinett_Bolsonaro;https://es.wikipedia.org/wiki/Jair_Bolsonaro,Estadão; Teoria e Pesquisa; Atlas; historical cabinet compilations,2017-11-07;2024,2026-09-10,retrieved_source_text,"Retain the reasoned primary continuity from explicit 2017 personal DEM membership, corroborated by a historical 2024 study explicitly labelling his ministerial service DEM. Apply merger identity at February 8 2022. The study uses legacy labels and is not an independent certificate. Atlas sfp and Spanish/German historical unaffiliated labels remain credible contrary assertions without a known personal departure date. Retain UNAFFILIATED as an alternative for the entire 2022 service. The alternative removes UNIAO because other witnesses had left; the minister cannot mask his own uncertainty."
C058,Sérgio José Pereira covered the Casa Civil vacancy March 30-April 1 2021,https://www.metropoles.com/brasil/governo-exonera-coronel-que-estava-a-frente-da-funarte;https://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?captchafield=firstAccess&data=25%2F03%2F2021&jornal=529&pagina=5,DOU; Metrópoles,2021-03-25;2021-04-01,2026-09-10,retrieved_source_text,"The March 31 extra DOU dismissal of Funarte president is attributed to executive secretary and acting Casa Civil head Sergio Jose Pereira. Together with designated-substitute acts before the reshuffle, this establishes replacement in the separately documented vacancy after Braga departure March 30 and before Ramos possession April 1. His personal affiliation is not inferred from military service."
C024,"The October 2015 reorganization and ten ministerial appointments took effect on October 5, not the October 2 announcement or signature date.","https://transparencia.mpf.mp.br/conteudo/diarios-e-boletins/diario-oficial-da-uniao-1/2015/dou2_2015_10_05.pdf;https://www.metropoles.com/brasil/politica-brasil/novos-ministros-tomam-posse-nesta-segunda;https://www.correiobraziliense.com.br/app/noticia/politica/2015/10/05/interna_politica,501340/apos-reforma-dez-ministros-tomam-posse-nesta-segunda-feira.shtml;https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/mpv/mpv696.htm",DOU; Estadão; Correio Braziliense; Presidency,2015-10-05,2026-09-10,retrieved_source_text,Contemporary reports distinguish Friday announcement from Monday publication and possession. Incumbents continue to the legal replacement/abolition boundary. Remove invented pre-transformation service by incoming ministers at offices to which they were never appointed. Preserve those input assertions as excluded records. The already confirmed non-affiliation of Vitor Chaves and party affiliations of departing ministers continue through the corrected endpoint.
C023,The SRI ministerial post was unoccupied after Pepe Vargas left; political coordination was assigned to the vice presidency before formal abolition in October.,https://atarde.com.br/politica/por-apoio-ao-pl-da-desoneracao-governo-libera-r-4-bilhoes-em-emendas-697842;https://pt.org.br/temer-assume-articulacao-politica-do-governo/;https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/mpv/mpv696.htm,Estadão/A Tarde; PT reporting presidency announcement; Presidency,2015-06-10,2026-09-10,retrieved_source_text,"April 7 transfer of functions and June 10 explicit report that the ministerial post was vacant support a vacancy through abolition on October 5. Retain the legal office lifespan, record functions assigned to the vice presidency, and do not add a ministerial appointment for the vice president. This is an adjudicated vacancy, not an unknown substitute inferred from an empty source cell."
C048,Victor Godoy assumed the vacant MEC on March 28 2022 before a formal interim appointment published March 30,https://www.poder360.com.br/educacao/godoy-nega-saber-dos-assuntos-tratados-por-ribeiro-e-pastores/;https://noticias.r7.com/brasilia/bolsonaro-nomeia-victor-godoy-como-ministro-interino-da-educacao-30032022/,Poder360; R7,2022-05-11;2022-03-30,2026-09-10,retrieved_source_text,"Poder360 explicitly dates actual interim assumption March 28. Godoy was the continuing executive secretary when Milton Ribeiro was formally dismissed March 28. Use actual vacancy assumption, distinguishing March 29 signature and March 30 publication. Explicit historical no-party coding supports this tenure; no new affiliation event is invented."
C038,Wallace Nunes da Silva was Tourism executive secretary and acted following Daniela Carneiro dismissal; ministerial act July 17 corroborates service.,https://basedeconhecimento.cgu.gov.br/server/api/core/bitstreams/e09bffb7-e180-493a-a4c6-7f9725caddbe/content;https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023–presente),Imprensa Nacional; pinned historical roster,2023-07-18,2026-09-10,retrieved_source_text,"Designated deputy succession into vacancy July 14 until Sabino actual entry July 18. The blank personal-party field is not evidence of non-affiliation; affiliation remains a blocker. Signature is corroboration of succession, not proof of departure of a still-appointed incumbent."
C054,"Welington Coimbra (Lelo Coimbra), rather than executive secretary Ana Pellini, was the designated Cidadania minister substitute; MDB continuity February 14-18 2020",https://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?captchafield=firstAccess&data=10%2F01%2F2020&jornal=529&pagina=6;https://www.agazeta.com.br/es/politica/apos-reuniao-com-onyx-e-osmar-terra-lelo-coimbra-segue-em-ministerio-0220;https://tribunaonline.com.br/coluna/plenario/lelo-coimbra-deixa-o-ministerio-da-cidadania-62499;https://www.camara.leg.br/deputados/141562/biografia,DOU; A Gazeta; A Tribuna; Chamber biography,2020-01-10;2020-02-17;2020-02-20,2026-09-10,retrieved_source_text,"DOU minister-substitute acts identify Welington Coimbra and cite his designation of February 14 2019. Contemporary February reporting confirms that Lelo (legal name Welington) remained the ministry deputy and MDB member through Onyx possession February 18, before requesting departure February 20. Reconstruct designated vacancy replacement after Terra dismissal February 14. This is an adjudicated four-day succession, not a separately retrieved four-day term. Pellini was executive secretary but not the designated minister substitute."
C047,Calero dismissal effective November 22 2016; Mariana Ribas vacancy replacement until Freire possession November 23; Ribas first joined a party in 2019,https://www.escavador.com/diarios/388939/DOU/secao-2/2016-11-22?page=1;https://oestadoce.com.br/arte-agenda/freire-e-nomeado-ministro-da-cultura-e-toma-posse-amanha/;https://www.gov.br/secretariageral/pt-br/centrais-de-conteudo/biblioteca-da-pr/galeria-dos-ex-presidentes/michel-miguel-elias-temer-lulia/ministerios-temer.pdf;https://odia.ig.com.br/rio-de-janeiro/2019/11/5821272-mariana-ribas---nunca-vi-o-rio-nessa-situacao--o-grande-problema-e-a-falta-de-gestao.html,DOU; O Estado CE; Presidency historical roll; O Dia interview,2016-11-22;2019-11-05,2026-09-10,retrieved_text_and_search_indexed_official_roll,"November 18 resignation request did not itself dismiss Calero. Decree signed November 21 and published November 22; Freire possessed November 23. Presidency lists Mariana Ribas da Silva designated substitute July 8-December 16 2016. Reconstruct one-day vacancy replacement. Her direct 2019 statement that PSDB was her first affiliation explicitly describes preceding non-affiliation, rather than back-projecting later PSDB membership."
V5W1E002,"Official Filia documentation distinguishes internal, official and excluded records and an elector history containing affiliation records; official-list changes depend on processing. Complete histories and public-list outputs are not interchangeable.",https://www.tre-to.jus.br/partidos/filiacao-partidaria/sistema-filiawb/guia-filiaweb-operacoes;https://www.tse.jus.br/partidos/filiacao-partidaria/arquivos/tse-manual-sistema-filiacao-partidaria-externo/%40%40display-file/file/TSE-manual-filia-externo.pdf,TRE Tocantins; Tribunal Superior Eleitoral,,2026-09-10,retrieved_web_source_text,Source-semantics review does not turn the earlier current or July 2016 municipal-list absence into an exhaustive historical exact-person negative. No authoritative person-specific history covering the three 2016-2017 spells was recovered.
